id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
169674,"Hoffman, Lamb and Hoffman",Zillow,3043.14,INR,2022-10-19,False,2021-09-22
169675,"Ray, Lewis and Hubbard",Apartments.com,2568.82,USD,2022-12-04,True,2020-04-22
169676,"Hawkins, Fields and Short",Airbnb,2186.33,USD,2023-03-08,True,2022-11-26
169677,"Bell, Palmer and Riggs",Realtor,3507.87,EUR,2021-03-20,False,2023-03-04
169678,Kim-Carey,Apartments.com,1784.31,EUR,2021-07-13,True,2022-01-04
169679,Franklin-Hayes,Craigslist,2023.5,USD,2022-05-18,True,2025-01-04
169680,Burns-Bryant,Zillow,2256.27,USD,2021-02-21,True,2021-08-30
169681,Robinson-Daugherty,Realtor,2773.65,INR,2024-04-16,True,2022-03-30
169682,"Lopez, Kaufman and Davis",Craigslist,1949.7,USD,2020-05-07,True,2021-11-21
169683,"Snyder, Trevino and Lawson",Realtor,1044.66,EUR,2022-01-28,True,2021-12-01
169684,Lewis Group,Airbnb,2069.34,EUR,2023-01-14,True,2024-01-15
169685,"Holland, Hudson and Carter",Zillow,2403.07,USD,2022-11-08,True,2022-04-20
169686,Garcia Ltd,Apartments.com,2593.28,USD,2021-06-12,True,2020-08-23
169687,"Peterson, Schroeder and Stephens",Craigslist,4283.06,EUR,2023-05-18,False,2024-07-02
169688,Wyatt and Sons,Airbnb,2159.23,EUR,2021-03-08,True,2024-01-14
169689,"Rivera, Atkinson and Nichols",Airbnb,1690.28,USD,2024-04-17,True,2023-02-02
169690,Escobar LLC,Apartments.com,3182.2,EUR,2024-07-23,False,2021-09-01
169691,"Sandoval, Johnson and Nelson",Craigslist,1817.79,USD,2020-02-03,False,2023-08-23
169692,Harris-Hoover,Craigslist,1429.25,INR,2023-10-04,True,2023-08-19
169693,"Holden, Shaw and Burke",Zillow,4107.33,EUR,2021-09-06,False,2023-08-22
169694,Banks-Mcclain,Realtor,3893.38,INR,2024-02-16,True,2020-04-23
169695,Smith-Horton,Zillow,4530.71,INR,2024-03-26,True,2024-09-28
169696,"Williams, Fernandez and Perez",Craigslist,1400.72,USD,2022-04-04,True,2020-02-17
169697,Turner PLC,Craigslist,4099.87,USD,2024-01-18,False,2024-02-04
169698,Turner and Sons,Realtor,3484.05,USD,2022-11-11,True,2022-10-26
169699,"Lamb, Bell and Wiggins",Realtor,2983.26,EUR,2023-01-07,False,2021-02-06
169700,Christian and Sons,Realtor,3482.29,USD,2024-12-14,True,2022-12-30
169701,"Johnson, Murphy and West",Zillow,2374.97,EUR,2021-08-12,True,2023-01-28
169702,Nichols-Conway,Craigslist,1862.66,INR,2020-03-22,False,2022-10-23
169703,"Rice, Choi and Joyce",Zillow,2501.03,EUR,2020-10-12,True,2020-05-21
169704,Dixon-Dunn,Apartments.com,3407.92,USD,2020-05-23,True,2024-06-30
169705,Patrick Group,Zillow,3391.79,USD,2021-11-22,False,2024-07-14
169706,Payne and Sons,Zillow,1059.0,EUR,2020-10-05,True,2020-06-06
169707,Clay LLC,Airbnb,4058.74,INR,2023-02-04,True,2024-10-22
169708,Wade-Evans,Airbnb,3040.86,USD,2020-08-25,False,2023-02-21
169709,Smith and Sons,Apartments.com,4651.01,EUR,2024-09-23,True,2020-02-24
169710,Wilson-Gonzalez,Apartments.com,4588.35,INR,2023-03-10,True,2024-09-19
169711,Garcia LLC,Craigslist,3776.97,INR,2020-10-08,False,2021-09-12
169712,Hernandez LLC,Airbnb,3375.75,USD,2024-03-14,False,2022-06-29
169713,"Miller, Cortez and Lowery",Craigslist,3046.63,USD,2021-03-29,False,2022-07-10
169714,Stevens-Burns,Airbnb,1141.27,USD,2020-03-18,True,2023-11-17
169715,Diaz LLC,Apartments.com,1988.68,USD,2021-06-30,True,2020-08-14
169716,"Allen, Howard and Dyer",Zillow,4264.4,INR,2021-02-07,True,2024-01-13
169717,Jackson-Holder,Airbnb,4926.17,INR,2022-07-07,True,2022-03-28
169718,"Gray, Thomas and Campbell",Realtor,3145.73,EUR,2020-10-21,False,2021-08-23
169719,Dunlap Group,Craigslist,4824.1,USD,2022-01-15,False,2020-09-06
169720,"Anderson, Smith and Blackwell",Realtor,4230.2,EUR,2020-05-10,False,2024-02-25
169721,Olson-Shaffer,Craigslist,3239.94,INR,2020-07-27,True,2022-12-13
169722,Young PLC,Apartments.com,1963.47,USD,2025-01-23,True,2020-10-09
169723,Delgado Inc,Realtor,2909.72,USD,2020-07-27,False,2022-11-10
169724,Jones Group,Realtor,1619.36,USD,2021-11-23,True,2020-05-07
169725,Johnson-Brown,Airbnb,4027.08,USD,2020-12-06,False,2024-12-26
169726,"Jones, Yang and Suarez",Airbnb,3148.93,USD,2024-06-30,False,2024-12-08
169727,"Morris, King and Little",Craigslist,1956.21,USD,2025-02-15,True,2023-04-29
169728,"Wilson, Hall and Armstrong",Craigslist,1094.43,EUR,2023-06-04,False,2021-08-18
169729,Perez-Costa,Airbnb,4435.83,EUR,2020-04-20,True,2024-02-23
169730,Singh-Steele,Zillow,3942.09,USD,2022-01-15,True,2024-09-28
169731,"Strickland, Jordan and Terry",Apartments.com,3969.07,INR,2023-03-01,False,2024-08-28
169732,Brown-Glover,Apartments.com,2415.31,USD,2022-04-29,False,2023-10-21
169733,Mitchell-Cannon,Realtor,3698.19,EUR,2022-10-14,True,2024-09-05
169734,"Lane, Gill and Shepard",Airbnb,4550.68,EUR,2022-07-13,False,2022-06-11
169735,Rivera-Williams,Airbnb,3719.63,EUR,2022-08-07,True,2024-10-07
169736,Larson and Sons,Craigslist,4768.58,INR,2022-03-05,False,2021-10-03
169737,Lewis-Cook,Apartments.com,4015.82,EUR,2020-09-04,False,2021-08-08
169738,Richardson-Bennett,Airbnb,4353.88,EUR,2023-06-29,False,2023-09-19
169739,Maddox-Rivera,Realtor,3763.22,EUR,2021-02-14,True,2024-01-31
169740,Elliott LLC,Realtor,1031.55,EUR,2024-12-11,False,2024-04-24
169741,Soto-Jenkins,Airbnb,2529.36,EUR,2021-09-30,False,2022-09-14
169742,Payne Group,Apartments.com,3927.03,INR,2023-10-16,True,2023-09-21
169743,"Ramirez, Perez and Shepherd",Apartments.com,2787.68,INR,2020-08-15,True,2022-09-04
169744,"Russell, Mccarthy and Wheeler",Craigslist,2063.28,EUR,2024-11-17,True,2021-06-18
169745,Jackson PLC,Zillow,3155.23,INR,2024-04-01,True,2023-05-21
169746,"Howard, Larson and Hogan",Airbnb,1399.24,INR,2023-03-06,True,2022-07-24
169747,"Douglas, Perez and Brown",Apartments.com,2738.37,USD,2022-03-17,False,2021-10-31
169748,Ferguson Inc,Airbnb,2611.8,USD,2023-08-24,False,2022-09-03
169749,Garcia PLC,Zillow,2231.94,EUR,2023-12-04,True,2021-06-24
169750,Martin PLC,Zillow,4109.41,USD,2022-09-25,False,2022-02-23
169751,Hendrix Ltd,Apartments.com,1669.17,EUR,2022-11-12,False,2021-02-25
169752,Harris-Freeman,Apartments.com,3564.2,USD,2024-04-08,False,2023-05-10
169753,Cruz-Alvarez,Airbnb,3387.01,EUR,2024-09-05,True,2023-02-07
169754,"Foster, Hooper and Daniel",Realtor,3272.14,EUR,2020-02-19,True,2023-07-25
169755,"Morales, Herrera and Hansen",Apartments.com,4233.42,USD,2024-01-06,True,2020-10-21
169756,"Gutierrez, Haney and Ramirez",Zillow,3258.54,USD,2020-06-06,True,2020-01-12
169757,Mitchell-Carey,Craigslist,4405.61,USD,2025-02-05,True,2022-01-10
169758,"Brooks, Thompson and Jenkins",Zillow,1774.41,USD,2023-04-05,True,2023-05-22
169759,Brown and Sons,Airbnb,1057.38,EUR,2023-06-01,True,2023-05-06
169760,Roman-Holt,Craigslist,4206.53,USD,2020-09-18,True,2022-08-06
169761,Carroll-Mcdonald,Zillow,2459.76,EUR,2022-08-27,False,2020-07-24
169762,"Anthony, Mitchell and Hensley",Airbnb,3675.28,USD,2023-01-02,True,2023-12-04
169763,"Lewis, Garcia and Arnold",Apartments.com,4531.8,INR,2024-04-06,False,2020-01-03
169764,"Smith, Davis and Maynard",Apartments.com,1798.0,INR,2021-10-01,True,2022-05-24
169765,Mcdaniel-Dixon,Zillow,1244.1,USD,2021-05-02,True,2024-10-26
169766,Blair-Fleming,Zillow,4008.24,EUR,2021-08-18,False,2023-08-11
169767,"Herrera, Rodriguez and Burke",Airbnb,3346.69,EUR,2020-02-17,False,2023-07-28
169768,Collins PLC,Airbnb,4525.23,USD,2022-03-14,True,2021-12-23
169769,Scott-Martin,Apartments.com,2992.43,INR,2020-01-12,True,2024-09-13
169770,"Butler, Medina and Fuller",Zillow,2382.71,USD,2021-01-05,True,2020-07-24
169771,"Frazier, Taylor and Forbes",Zillow,3945.4,USD,2020-10-21,True,2022-01-01
169772,Mcbride Inc,Zillow,2664.2,INR,2020-12-15,False,2021-10-28
169773,Moore-Nelson,Airbnb,4548.29,EUR,2024-11-19,False,2022-06-05
169774,Meadows-Faulkner,Realtor,2854.13,USD,2020-02-20,False,2022-08-04
169775,"Murphy, Barber and Rodriguez",Realtor,1084.39,EUR,2020-01-14,True,2020-01-04
169776,"Cruz, Stephens and Hamilton",Apartments.com,2707.76,USD,2024-03-07,False,2022-06-29
169777,Munoz Inc,Airbnb,3704.58,INR,2023-03-21,False,2024-12-14
169778,Smith and Sons,Airbnb,3142.31,USD,2021-01-24,True,2020-05-17
169779,"Martinez, Riley and Hanson",Craigslist,3546.92,INR,2020-09-18,False,2023-07-25
169780,Martin-Powell,Zillow,4349.58,EUR,2022-11-12,False,2022-12-20
169781,Solis-Robinson,Apartments.com,2087.95,USD,2020-03-03,False,2021-10-05
169782,"Marshall, Rodriguez and Hernandez",Craigslist,2079.54,INR,2022-02-15,True,2020-07-07
169783,Torres and Sons,Craigslist,2327.65,INR,2021-11-05,False,2024-12-30
169784,"Sanford, Ware and Schultz",Craigslist,4345.98,USD,2023-04-19,False,2021-01-10
169785,Gonzales LLC,Realtor,3700.11,USD,2023-06-23,False,2023-01-10
169786,"Martinez, Lin and Coffey",Realtor,1029.69,USD,2021-12-07,True,2024-11-26
169787,Henderson Group,Craigslist,2646.95,EUR,2021-01-13,False,2023-11-07
169788,"Perry, Walton and Mcneil",Zillow,1960.94,EUR,2024-01-07,False,2023-01-21
169789,Anderson-Lewis,Apartments.com,4229.74,INR,2020-10-25,True,2024-12-01
169790,Holmes PLC,Realtor,3260.92,EUR,2023-03-06,True,2021-03-19
169791,Jimenez-Duran,Craigslist,3576.53,EUR,2021-04-07,False,2025-03-01
169792,Perry-Cruz,Zillow,4942.63,USD,2021-07-17,False,2021-12-08
169793,Andrade-Mullen,Realtor,3367.75,USD,2021-07-15,True,2022-08-07
169794,"Blackburn, Thornton and Lee",Realtor,2729.79,INR,2022-12-17,False,2022-08-03
169795,Gomez-Miller,Zillow,2029.04,INR,2022-09-15,True,2024-08-13
169796,Buchanan Group,Airbnb,3198.0,INR,2023-09-13,False,2021-01-13
169797,"Murphy, Kane and Smith",Apartments.com,2619.22,INR,2023-03-15,False,2022-07-30
169798,Mckenzie LLC,Craigslist,3534.5,EUR,2021-08-04,True,2020-06-27
169799,Ross Inc,Craigslist,3696.7,INR,2024-04-13,False,2023-02-25
169800,Williams-Reyes,Craigslist,4060.05,USD,2022-10-25,False,2021-04-21
169801,Murphy-Mathis,Zillow,2764.64,USD,2023-01-26,False,2023-10-04
169802,Henson-Wright,Zillow,3816.14,EUR,2020-03-03,True,2023-09-28
169803,"Dean, Williams and Parker",Airbnb,3747.6,INR,2023-09-13,False,2020-04-03
169804,Cole-Leach,Zillow,3868.16,INR,2024-02-02,True,2025-02-05
169805,"Guzman, Monroe and Kennedy",Apartments.com,1238.23,EUR,2020-12-14,True,2023-12-24
169806,Estes-Vasquez,Apartments.com,2032.29,INR,2021-06-29,True,2023-03-11
169807,Ramirez-King,Apartments.com,3458.47,EUR,2023-12-08,True,2020-01-24
169808,Powell-Townsend,Zillow,1891.33,INR,2021-05-16,False,2024-12-03
169809,Acevedo-Mejia,Zillow,4938.66,INR,2022-01-12,True,2020-09-17
169810,Bryant-Anderson,Realtor,2216.32,INR,2024-07-14,True,2021-11-19
169811,"Price, Scott and Lindsey",Zillow,3838.34,USD,2022-06-26,True,2023-12-25
169812,Barton-Johnson,Zillow,2680.41,INR,2024-10-18,False,2022-05-19
169813,Miller-Rice,Craigslist,1390.56,USD,2021-08-06,True,2022-04-18
169814,Golden-Henson,Zillow,1695.85,USD,2022-10-30,False,2022-09-09
169815,King-Cardenas,Realtor,4564.72,INR,2023-01-26,False,2021-05-28
169816,"Gallagher, Baker and Kramer",Craigslist,2296.25,USD,2022-12-31,True,2023-07-30
169817,Nichols and Sons,Airbnb,4876.44,EUR,2021-06-11,True,2024-03-27
169818,"Garza, Robinson and Howell",Craigslist,4406.81,USD,2023-01-13,False,2021-02-08
169819,Harris and Sons,Craigslist,1433.86,INR,2020-09-25,True,2021-04-22
169820,Martinez-Arnold,Zillow,4472.57,USD,2024-01-10,True,2025-01-19
169821,"Gibson, Lewis and Moore",Apartments.com,3623.58,INR,2023-07-29,True,2022-09-12
169822,Harris-Smith,Apartments.com,1205.08,EUR,2022-02-02,True,2022-09-16
169823,Mitchell Ltd,Realtor,1582.6,USD,2025-01-13,True,2022-05-18
169824,Pacheco-Soto,Realtor,2022.74,USD,2022-07-18,True,2024-02-16
169825,Williams-Smith,Realtor,1866.96,INR,2022-05-18,False,2021-11-20
169826,Tapia-Morgan,Realtor,4218.02,INR,2021-07-07,False,2023-09-25
169827,Taylor LLC,Realtor,1659.45,USD,2024-01-07,True,2022-10-01
169828,"Roberts, Wiley and Martin",Craigslist,3820.98,USD,2024-07-03,True,2021-07-28
169829,Scott-Church,Zillow,4759.24,INR,2021-02-02,False,2025-03-04
169830,Mack-Salas,Airbnb,3124.1,EUR,2021-09-16,True,2024-07-05
169831,Gilbert-Morgan,Airbnb,3805.01,USD,2025-02-21,False,2025-02-14
169832,Davis LLC,Craigslist,1807.26,INR,2023-09-11,False,2020-10-14
169833,Sullivan PLC,Airbnb,4247.78,EUR,2020-04-21,False,2021-04-24
169834,"Bell, Solomon and Stevenson",Zillow,3210.4,INR,2020-10-02,False,2021-04-29
169835,Snyder PLC,Apartments.com,1243.08,EUR,2021-07-16,True,2025-03-04
169836,"Berger, Meyer and Love",Airbnb,2036.36,USD,2023-06-21,False,2021-10-17
169837,Mercado-Collins,Zillow,1762.22,INR,2021-04-05,False,2021-11-17
169838,"Maldonado, Shannon and Levine",Airbnb,1330.07,INR,2020-08-11,False,2021-06-22
169839,"Young, Hendrix and Harper",Apartments.com,1469.34,INR,2020-10-26,False,2024-12-26
169840,Ellis-Johnson,Airbnb,3867.97,EUR,2020-04-21,False,2023-09-27
169841,Johnson LLC,Apartments.com,2991.46,EUR,2023-02-23,False,2022-03-06
169842,Cain-Craig,Zillow,4052.75,INR,2021-02-19,True,2021-05-01
169843,"Bryant, Holmes and Avila",Realtor,1886.01,INR,2022-09-14,False,2020-07-23
169844,Russell PLC,Airbnb,1028.63,USD,2022-08-04,True,2020-08-31
169845,Farrell-Miller,Airbnb,4364.55,INR,2021-03-09,True,2021-02-19
169846,"Meza, Johnson and Sanchez",Craigslist,3859.92,USD,2022-11-18,False,2021-04-19
169847,"Doyle, Drake and Wilson",Airbnb,3249.62,INR,2021-04-21,True,2023-12-02
169848,"Murphy, Lang and Clark",Craigslist,2846.44,EUR,2025-03-24,True,2023-11-25
169849,"Ray, Smith and Smith",Realtor,4983.37,EUR,2023-02-02,True,2022-10-18
169850,Beard-Wong,Zillow,2122.81,USD,2021-10-09,True,2021-09-16
169851,Scott-Sutton,Zillow,4416.82,USD,2023-10-28,True,2021-02-14
169852,Rivera and Sons,Apartments.com,3655.82,USD,2021-10-31,False,2021-02-08
169853,Rangel Group,Zillow,4260.04,USD,2024-06-09,True,2023-06-17
169854,Hopkins Group,Craigslist,2662.43,USD,2022-11-27,False,2024-03-07
169855,Delgado-Ramos,Realtor,3584.95,USD,2021-07-27,False,2022-07-29
169856,Perry-Martin,Airbnb,2855.59,INR,2022-09-01,False,2024-01-18
169857,Walton-Williams,Zillow,4511.23,USD,2021-01-29,True,2022-07-01
169858,"Rhodes, Harper and Roberts",Apartments.com,1505.98,USD,2024-11-05,True,2021-10-12
169859,Holloway-Gilbert,Apartments.com,1757.56,EUR,2023-09-28,True,2023-02-24
169860,Baldwin Inc,Airbnb,2493.37,USD,2020-05-30,False,2025-01-27
169861,Smith Ltd,Apartments.com,4997.05,INR,2022-12-06,False,2020-11-25
169862,Price Ltd,Apartments.com,2854.85,USD,2021-01-14,False,2023-04-14
169863,Williams Ltd,Craigslist,1662.03,USD,2022-09-03,False,2021-09-01
169864,"White, Huff and Benson",Apartments.com,4606.16,USD,2024-07-12,True,2021-09-09
169865,Daniel-Roberts,Airbnb,3141.22,EUR,2021-12-14,False,2020-04-09
169866,Moore Ltd,Airbnb,3956.33,USD,2020-11-18,True,2024-09-08
169867,"Sheppard, Williams and Kelly",Zillow,1664.71,USD,2021-05-16,True,2023-07-01
169868,Williams and Sons,Airbnb,3825.69,INR,2022-10-31,False,2023-04-25
169869,"Taylor, Lewis and Morgan",Apartments.com,2104.96,INR,2021-02-21,False,2020-06-29
169870,Jones LLC,Apartments.com,1129.29,INR,2024-05-08,True,2021-10-07
169871,Clark-Stanton,Zillow,2438.02,INR,2022-12-06,False,2020-06-16
169872,"Gibbs, Middleton and Burns",Craigslist,1845.09,USD,2023-04-10,False,2020-08-03
169873,Villa-Barnes,Zillow,3067.19,USD,2023-01-01,True,2023-06-01
169874,Scott-Campbell,Zillow,1151.57,EUR,2020-06-25,False,2024-01-19
169875,Williams Group,Craigslist,1588.35,EUR,2021-12-01,True,2022-03-01
169876,"Russell, Johnson and Wood",Apartments.com,1010.85,USD,2022-01-26,False,2022-09-26
169877,"Williams, Taylor and Ford",Apartments.com,3920.06,EUR,2023-03-09,True,2021-05-01
169878,"Gonzales, Villarreal and Keller",Craigslist,3311.19,INR,2023-01-14,True,2021-07-09
169879,Anderson LLC,Craigslist,1722.66,EUR,2024-03-09,False,2023-09-07
169880,"Lopez, Hernandez and Patel",Apartments.com,2884.68,INR,2024-02-03,True,2023-02-07
169881,Cooper-Williams,Airbnb,2037.64,INR,2022-08-26,False,2020-11-27
169882,"Branch, Phillips and Fernandez",Apartments.com,1713.55,INR,2023-09-19,False,2021-03-05
169883,Collins-Bennett,Apartments.com,2324.59,EUR,2023-01-05,False,2023-07-28
169884,Gonzalez-Mann,Apartments.com,2624.25,USD,2021-09-16,True,2022-01-23
169885,"Montgomery, Robles and Jones",Apartments.com,1823.23,USD,2022-06-22,True,2021-10-15
169886,Beck-Duncan,Craigslist,2963.34,EUR,2020-06-21,True,2024-01-23
169887,Owens-Fisher,Zillow,4182.37,USD,2021-01-14,False,2024-05-01
169888,Davis-Velasquez,Zillow,3446.63,USD,2022-09-05,False,2021-12-04
169889,Ortega-Grant,Zillow,3231.2,INR,2023-12-04,False,2020-05-05
169890,"Russell, Gray and Saunders",Realtor,1553.27,INR,2022-10-18,False,2021-11-25
169891,Green LLC,Airbnb,3369.8,USD,2024-05-09,False,2023-04-23
169892,Thompson-Scott,Airbnb,1005.65,USD,2024-06-06,True,2021-07-23
169893,"Cook, Ellison and Palmer",Craigslist,2231.08,INR,2022-09-22,False,2022-08-30
169894,"Butler, Long and Colon",Craigslist,4002.97,USD,2024-02-25,True,2022-10-25
169895,"Jackson, Smith and Aguilar",Realtor,3414.42,EUR,2020-10-28,True,2024-08-14
169896,Rojas PLC,Zillow,1515.68,USD,2021-09-02,False,2023-11-29
169897,Bowen LLC,Apartments.com,1965.86,USD,2023-12-30,True,2020-06-18
169898,Smith-Simpson,Apartments.com,4036.62,INR,2022-09-20,True,2024-01-29
169899,Collier Ltd,Zillow,1129.7,EUR,2024-01-02,False,2020-09-02
169900,"Maldonado, Romero and Rose",Apartments.com,4992.05,EUR,2023-03-14,True,2024-07-21
169901,"Lester, Compton and Smith",Zillow,3402.79,INR,2021-03-02,True,2020-08-24
169902,Hansen-Herrera,Craigslist,2465.94,EUR,2023-03-10,False,2022-09-14
169903,Hernandez PLC,Realtor,3732.05,USD,2023-07-09,False,2022-07-23
169904,Thompson and Sons,Craigslist,2352.84,INR,2024-07-24,True,2024-12-17
169905,James-Hartman,Zillow,4442.13,INR,2023-01-06,True,2024-08-12
169906,West-Powers,Airbnb,2042.35,INR,2022-12-02,True,2022-02-26
169907,Norman and Sons,Airbnb,2561.39,EUR,2021-09-06,False,2020-01-11
169908,Obrien LLC,Realtor,2683.74,EUR,2021-08-11,True,2023-09-08
169909,Glenn-Cruz,Zillow,2322.99,USD,2022-08-18,False,2024-05-10
169910,"Smith, Boone and Fisher",Craigslist,1027.47,INR,2020-04-03,True,2023-01-15
169911,"Hernandez, Jones and Duke",Zillow,4759.77,EUR,2024-04-12,False,2025-01-27
169912,Davis-Vance,Zillow,1044.75,INR,2024-09-04,False,2023-05-09
169913,Morales-Patterson,Realtor,3439.69,INR,2022-10-07,True,2024-12-08
169914,"Ruiz, Alexander and Barron",Apartments.com,4087.53,EUR,2022-03-01,False,2022-09-26
169915,"Weaver, Foster and Peck",Zillow,1833.17,USD,2021-11-27,True,2022-02-16
169916,Mcpherson Group,Craigslist,3581.41,EUR,2024-04-11,False,2021-11-02
169917,Thomas PLC,Zillow,1199.45,INR,2023-10-26,True,2020-12-08
169918,"White, Baxter and Rodriguez",Craigslist,1981.96,USD,2020-02-17,True,2025-01-13
169919,Sherman-Oconnor,Craigslist,3250.5,USD,2021-04-21,True,2020-12-16
169920,Hayes Inc,Realtor,4606.82,EUR,2024-04-23,True,2021-01-08
169921,"Wilson, Clark and Johnson",Zillow,1945.22,USD,2024-05-12,False,2022-05-08
169922,Lindsey-Lewis,Airbnb,1147.31,USD,2020-07-25,False,2021-10-02
169923,House-Martinez,Airbnb,4533.08,INR,2023-09-08,True,2023-11-06
169924,Contreras-Carter,Apartments.com,1813.47,INR,2021-05-14,True,2021-01-03
169925,Contreras PLC,Realtor,2857.74,EUR,2024-11-03,True,2022-03-27
169926,Carey-Bell,Craigslist,2897.71,INR,2021-04-26,False,2023-02-17
169927,Wilson LLC,Zillow,1748.89,INR,2023-05-03,True,2023-02-19
169928,Smith-Vega,Apartments.com,4390.58,INR,2023-01-14,True,2024-12-22
169929,"Moore, Harris and Bradley",Zillow,2040.14,EUR,2023-02-28,False,2020-01-08
169930,"Boyd, Robinson and Walls",Airbnb,4392.07,INR,2021-09-14,False,2021-08-15
169931,Carpenter Ltd,Craigslist,3159.4,INR,2021-05-18,False,2021-09-12
169932,Ingram-Hill,Realtor,4416.38,USD,2023-11-08,True,2020-12-21
169933,"Snyder, Patterson and Rodriguez",Zillow,2410.1,INR,2020-04-26,False,2023-12-12
169934,"Crawford, Harris and Gill",Zillow,3203.81,INR,2020-09-02,False,2020-09-13
169935,"Ross, Taylor and Harrison",Zillow,2993.01,INR,2023-12-19,False,2020-05-14
169936,Snyder-Vance,Apartments.com,4549.4,USD,2021-11-17,True,2022-07-11
169937,"Perez, Blair and Camacho",Realtor,3867.45,EUR,2024-11-09,True,2020-12-13
169938,"Hicks, George and Fischer",Airbnb,3974.31,EUR,2022-08-08,True,2024-02-29
169939,"Wilcox, Moore and Gray",Apartments.com,1901.4,EUR,2020-12-21,False,2022-10-15
169940,Hudson-Bradley,Realtor,1177.06,USD,2024-09-10,True,2024-02-26
169941,Long and Sons,Craigslist,4094.61,EUR,2022-03-19,False,2021-06-23
169942,"Ross, Johnson and Sullivan",Zillow,3435.97,INR,2023-02-18,True,2021-09-20
169943,Wise-Moran,Apartments.com,3578.78,INR,2024-12-31,False,2024-04-07
169944,"Kim, Abbott and Gay",Realtor,1974.64,EUR,2023-05-28,False,2021-09-18
169945,Kim-Barron,Apartments.com,1294.05,EUR,2022-03-11,False,2022-06-26
169946,"Miller, Martinez and Barrett",Craigslist,4201.6,INR,2020-09-29,False,2022-06-12
169947,"Kelly, Torres and Christensen",Zillow,3551.58,USD,2020-12-04,True,2022-07-21
169948,"Walker, Ramirez and Miles",Zillow,1190.21,EUR,2023-03-30,False,2022-08-17
169949,"Sloan, Sloan and Wolfe",Craigslist,4239.3,USD,2022-07-29,True,2024-11-07
169950,"Malone, Henderson and Jackson",Apartments.com,3109.63,EUR,2020-11-10,False,2023-12-26
169951,Hernandez LLC,Realtor,2856.3,EUR,2024-04-29,False,2025-02-12
169952,"Mcgee, Wagner and Hall",Apartments.com,2113.33,INR,2022-09-16,True,2023-03-02
169953,Daniel-Oneal,Airbnb,3740.98,INR,2022-11-30,True,2022-03-02
169954,Lewis-Medina,Realtor,2396.41,USD,2024-05-08,False,2024-03-12
169955,Oneal LLC,Realtor,1114.11,USD,2024-08-06,True,2020-11-26
169956,Graham Group,Zillow,4631.56,EUR,2020-01-17,False,2024-06-23
169957,Cervantes-Garcia,Apartments.com,3622.62,EUR,2020-06-22,False,2020-09-02
169958,Mcfarland-Patterson,Realtor,3492.33,USD,2025-02-23,True,2021-07-17
169959,"Taylor, Harris and Schmidt",Craigslist,4543.53,USD,2023-09-27,True,2020-04-06
169960,"Wright, Tucker and Davis",Zillow,1570.37,EUR,2023-10-14,False,2022-10-21
169961,"Wells, Bell and Walker",Zillow,1017.91,EUR,2023-05-24,False,2022-01-07
169962,"Brown, Chung and Jennings",Airbnb,2203.23,EUR,2023-11-21,False,2023-12-14
169963,"Walker, Smith and Mccoy",Zillow,1601.76,USD,2020-07-16,True,2025-03-04
169964,Foster and Sons,Airbnb,1497.39,EUR,2023-10-07,False,2023-03-17
169965,"Moore, Fleming and Hughes",Zillow,2678.3,EUR,2024-07-22,True,2023-06-18
169966,"Conrad, Osborne and Kelly",Airbnb,1466.23,INR,2025-02-26,True,2021-06-20
169967,Stanley-Juarez,Realtor,4642.92,INR,2020-06-23,True,2024-07-20
169968,Christian Group,Craigslist,4459.91,USD,2020-08-25,False,2025-03-02
169969,Hansen and Sons,Airbnb,2729.93,EUR,2020-04-09,True,2022-12-12
169970,Rasmussen PLC,Craigslist,2527.44,INR,2023-04-09,True,2021-02-24
169971,Mccormick-Walker,Realtor,3676.63,INR,2023-04-22,True,2021-07-03
169972,Martin-Ruiz,Craigslist,3412.85,INR,2024-07-21,True,2023-02-08
169973,Jones Ltd,Craigslist,2327.78,INR,2024-07-26,False,2020-06-06
169974,Johnson-Cervantes,Apartments.com,4933.44,INR,2020-03-19,True,2022-12-20
169975,Berg-Small,Airbnb,1292.17,EUR,2020-10-03,True,2025-01-14
169976,Hoover Group,Airbnb,2312.05,INR,2023-10-26,False,2022-12-17
169977,Burton-Webb,Craigslist,1721.91,INR,2020-07-14,False,2022-06-10
169978,"Gonzalez, Massey and Escobar",Apartments.com,2982.73,EUR,2021-10-03,True,2020-10-27
169979,"Anderson, Davis and Edwards",Realtor,1096.42,EUR,2020-03-31,False,2020-11-22
169980,"Ferguson, Luna and Cook",Craigslist,4222.06,USD,2024-08-01,True,2022-06-21
169981,"Rhodes, Mendez and Mccormick",Apartments.com,3743.91,EUR,2022-11-18,False,2023-11-24
169982,Castro-Allen,Craigslist,1770.87,USD,2024-07-07,False,2023-07-08
169983,Mcdaniel Ltd,Craigslist,4030.8,EUR,2023-05-24,False,2024-04-20
169984,"Flynn, Miller and Roberts",Apartments.com,1240.18,USD,2024-08-12,True,2022-03-02
169985,Lewis-Boyd,Apartments.com,3342.68,USD,2022-08-29,True,2021-12-15
169986,"Tate, Reynolds and Lewis",Craigslist,4892.31,EUR,2023-04-04,True,2025-01-06
169987,Hebert-Buchanan,Apartments.com,3399.43,EUR,2023-03-21,False,2021-12-10
169988,Alexander-Gonzales,Realtor,4451.76,EUR,2021-06-08,False,2021-10-15
169989,Chaney LLC,Realtor,3920.0,USD,2024-07-04,False,2024-04-13
